"month","year","state","average_temp"
"09",1998,"arkansas",79.4
"09",1998,"california",73.2
"09",1998,"colorado",64.4
"09",1998,"connecticut",67.9
"09",1998,"delaware",73.2
"09",1998,"florida",81.5
"09",1998,"georgia",77.8
"09",1998,"idaho",63.7
"09",1998,"illinois",72.9
"09",1998,"indiana",71.6
"09",1998,"iowa",70.6
"09",1998,"kansas",76.2
"09",1998,"kentucky",74.2
"09",1998,"louisiana",82.2
"09",1998,"maine",60.8
"09",1998,"maryland",73.3
"09",1998,"massachusetts",66.6
"09",1998,"michigan",65.8
"09",1998,"minnesota",65.6
"09",1998,"mississippi",80.1
"09",1998,"missouri",75.1
"09",1998,"montana",64.8
"09",1998,"nebraska",71.2
"09",1998,"nevada",68
"09",1998,"new hampshire",62.4
"09",1998,"new jersey",71.1
"09",1998,"new mexico",70.2
"09",1998,"new york",64.6
"09",1998,"north carolina",74.8
"09",1998,"north dakota",66.5
"09",1998,"ohio",70.4
"09",1998,"oklahoma",81.1
"09",1998,"oregon",64.8
"09",1998,"pennsylvania",67.4
"09",1998,"rhode island",68.1
"09",1998,"south carolina",77.4
"09",1998,"south dakota",69.6
"09",1998,"tennessee",75.4
"09",1998,"texas",80.9
"09",1998,"utah",67.3
"09",1998,"vermont",61.4
"09",1998,"virginia",73.1
"09",1998,"washington",64.5
"09",1998,"west virginia",69.6
"09",1998,"wisconsin",66
"09",1998,"wyoming",62.6
"10",1998,"alabama",72.1
"10",1998,"arizona",67
"10",1998,"arkansas",71
"10",1998,"california",63.4
"10",1998,"colorado",54.8
"10",1998,"connecticut",58
"10",1998,"delaware",64.4
"10",1998,"florida",77.8
"10",1998,"georgia",71.4
"10",1998,"idaho",51.8
"10",1998,"illinois",63.8
"10",1998,"indiana",62.7
"10",1998,"iowa",60.6
"10",1998,"kansas",66.4
"10",1998,"kentucky",66.1
"10",1998,"louisiana",75.3
"10",1998,"maine",51
"10",1998,"maryland",64.2
"10",1998,"massachusetts",57
"10",1998,"michigan",56.4
"10",1998,"minnesota",55
"10",1998,"mississippi",73.2
"10",1998,"missouri",66
"10",1998,"montana",52.8
"10",1998,"nebraska",60.4
"10",1998,"nevada",55.4
"10",1998,"new hampshire",52.9
"10",1998,"new jersey",61.7
"10",1998,"new mexico",62.2
"10",1998,"new york",55.2
"10",1998,"north carolina",67.1
"10",1998,"north dakota",53.9
"10",1998,"ohio",61.1
"10",1998,"oklahoma",71.6
"10",1998,"oregon",54.4
"10",1998,"pennsylvania",58.2
"10",1998,"rhode island",58.7
"10",1998,"south carolina",70.2
"10",1998,"south dakota",57.6
"10",1998,"tennessee",68
"10",1998,"texas",74
"10",1998,"utah",55.4
"10",1998,"vermont",52.2
"10",1998,"virginia",64.5
"10",1998,"washington",54.6
"10",1998,"west virginia",61
"10",1998,"wisconsin",56
"10",1998,"wyoming",51.6
"11",1998,"alabama",62.4
"11",1998,"arizona",55.6
"11",1998,"arkansas",58.9
"11",1998,"california",53.2
"11",1998,"colorado",42.3
"11",1998,"connecticut",46.6
"11",1998,"delaware",52.3
"11",1998,"florida",72.4
"11",1998,"georgia",63.2
"11",1998,"idaho",38.8
"11",1998,"illinois",51.1
"11",1998,"indiana",50.4
"11",1998,"iowa",46.9
"11",1998,"kansas",52.8
"11",1998,"kentucky",53.8
"11",1998,"louisiana",65.7
"11",1998,"maine",39.4
"11",1998,"maryland",51.8
"11",1998,"massachusetts",45.7
"11",1998,"michigan",44.6
"11",1998,"minnesota",39.8
"11",1998,"mississippi",62.8
"11",1998,"missouri",53.5
"11",1998,"montana",38.6
"11",1998,"nebraska",46.2
"11",1998,"nevada",43.7
"11",1998,"new hampshire",41.6
"11",1998,"new jersey",50
"11",1998,"new mexico",50.6
"11",1998,"new york",44
"11",1998,"north carolina",56.4
"11",1998,"north dakota",37.1
"11",1998,"ohio",49
"11",1998,"oklahoma",58
"11",1998,"oregon",42.6
"11",1998,"pennsylvania",46.6
"11",1998,"rhode island",47.6
"11",1998,"south carolina",61.2
"11",1998,"south dakota",42.2
"11",1998,"tennessee",56.2
"11",1998,"texas",63.5
"11",1998,"utah",42.9
"11",1998,"vermont",41.1
"11",1998,"virginia",52.4
"11",1998,"washington",43.3
"11",1998,"west virginia",49.2
"11",1998,"wisconsin",43.1
"11",1998,"wyoming",38.2
"12",1998,"alabama",54.6
"12",1998,"arizona",46.6
"12",1998,"arkansas",48.8
"12",1998,"california",45.4
"12",1998,"colorado",32
"12",1998,"connecticut",39
"12",1998,"delaware",44.6
"12",1998,"florida",67.1
"12",1998,"georgia",56.3
"12",1998,"idaho",28.4
"12",1998,"illinois",40.4
"12",1998,"indiana",40.6
"12",1998,"iowa",35
"12",1998,"kansas",40.8
"12",1998,"kentucky",44.5
"12",1998,"louisiana",57.5
"12",1998,"maine",30
"12",1998,"maryland",44.2
"12",1998,"massachusetts",38
"12",1998,"michigan",34.5
"12",1998,"minnesota",25.6
"12",1998,"mississippi",54
"12",1998,"missouri",42.4
"12",1998,"montana",27.2
"12",1998,"nebraska",35
"12",1998,"nevada",35
"12",1998,"new hampshire",33.1
"12",1998,"new jersey",42.4
"12",1998,"new mexico",41.3
"12",1998,"new york",35.6
"12",1998,"north carolina",49.4
"12",1998,"north dakota",23.1
"12",1998,"ohio",40.4
"12",1998,"oklahoma",46.5
"12",1998,"oregon",34.3
"12",1998,"pennsylvania",38.8
"12",1998,"rhode island",40.2
"12",1998,"south carolina",54.4
"12",1998,"south dakota",30.8
"12",1998,"tennessee",47
"12",1998,"texas",53.4
"12",1998,"utah",32.5
"12",1998,"vermont",32.4
"12",1998,"virginia",45
"12",1998,"washington",34.9
"12",1998,"west virginia",41.2
"12",1998,"wisconsin",31.3
"12",1998,"wyoming",27.2
"01",1999,"alabama",50.4
"01",1999,"arizona",44
"01",1999,"arkansas",43.2
"01",1999,"california",43.5
"01",1999,"colorado",28.2
"01",1999,"connecticut",32
"01",1999,"delaware",40
"01",1999,"florida",62.6
"01",1999,"georgia",51.4
"01",1999,"idaho",24.8
"01",1999,"illinois",30.1
"01",1999,"indiana",31.7
"01",1999,"iowa",23.2
"01",1999,"kansas",33.1
"01",1999,"kentucky",39.1
"01",1999,"louisiana",53.8
"01",1999,"maine",20.2
"01",1999,"maryland",38.9
"01",1999,"massachusetts",30.8
"01",1999,"michigan",23.8
"01",1999,"minnesota",13.5
"01",1999,"mississippi",50
"01",1999,"missouri",33.5
"01",1999,"montana",21.7
"01",1999,"nebraska",27.8
"01",1999,"nevada",32.4
"01",1999,"new hampshire",24.4
"01",1999,"new jersey",36.6
"01",1999,"new mexico",38.1
"01",1999,"new york",26.8
"01",1999,"north carolina",46
"01",1999,"north dakota",12.2
"01",1999,"ohio",32.6
"01",1999,"oklahoma",40.2
"01",1999,"oregon",32.3
"01",1999,"pennsylvania",31.5
"01",1999,"rhode island",33.6
"01",1999,"south carolina",50.3
"01",1999,"south dakota",21.6
"01",1999,"tennessee",42.6
"01",1999,"texas",49.2
"01",1999,"utah",29.4
"01",1999,"vermont",23.1
"01",1999,"virginia",40.8
"01",1999,"washington",32.2
"01",1999,"west virginia",36.4
"01",1999,"wisconsin",18.7
"01",1999,"wyoming",23
"02",1999,"alabama",50.6
"02",1999,"arizona",46.7
"02",1999,"arkansas",46.1
"02",1999,"california",45
"02",1999,"colorado",31.6
"02",1999,"connecticut",29.6
"02",1999,"delaware",38.2
"02",1999,"florida",61.3
"02",1999,"georgia",50.8
"02",1999,"idaho",27
"02",1999,"illinois",31.2
"02",1999,"indiana",31.7
"02",1999,"iowa",25
"02",1999,"kansas",37.2
"02",1999,"kentucky",39.4
"02",1999,"louisiana",55.9
"02",1999,"maine",17.8
"02",1999,"maryland",36.8
"02",1999,"massachusetts",28.3
"02",1999,"michigan",22.5
"02",1999,"minnesota",15.4
"02",1999,"mississippi",51.6
"02",1999,"missouri",36.5
"02",1999,"montana",26.2
"02",1999,"nebraska",31.7
"02",1999,"nevada",35.1
"02",1999,"new hampshire",21.6
"02",1999,"new jersey",34.2
"02",1999,"new mexico",41
"02",1999,"new york",23.9
"02",1999,"north carolina",44.9
"02",1999,"north dakota",14.9
"02",1999,"ohio",31.6
"02",1999,"oklahoma",44.4
"02",1999,"oregon",33.9
"02",1999,"pennsylvania",29.4
"02",1999,"rhode island",31.5
"02",1999,"south carolina",49.3
"02",1999,"south dakota",25.2
"02",1999,"tennessee",43.4
"02",1999,"texas",53.4
"02",1999,"utah",33
"02",1999,"vermont",19.6
"02",1999,"virginia",39.5
"02",1999,"washington",34.6
"02",1999,"west virginia",35.4
"02",1999,"wisconsin",19.3
"02",1999,"wyoming",26.3
"03",1999,"alabama",52.3
"03",1999,"arizona",50.5
"03",1999,"arkansas",49.3
"03",1999,"california",46.2
"03",1999,"colorado",36.3
"03",1999,"connecticut",34.6
"03",1999,"delaware",40.2
"03",1999,"florida",62.2
"03",1999,"georgia",52.6
"03",1999,"idaho",30.4
"03",1999,"illinois",37.8
"03",1999,"indiana",36.6
"03",1999,"iowa",34.6
"03",1999,"kansas",42.8
"03",1999,"kentucky",41.6
"03",1999,"louisiana",58.1
"03",1999,"maine",26.2
"03",1999,"maryland",39.2
"03",1999,"massachusetts",33.5
"03",1999,"michigan",28.8
"03",1999,"minnesota",26.8
"03",1999,"mississippi",53.4
"03",1999,"missouri",42.4
"03",1999,"montana",32.7
"03",1999,"nebraska",38.1
"03",1999,"nevada",38.4
"03",1999,"new hampshire",28
"03",1999,"new jersey",37.7
"03",1999,"new mexico",44.8
"03",1999,"new york",28.6
"03",1999,"north carolina",45.7
"03",1999,"north dakota",27
"03",1999,"ohio",35
"03",1999,"oklahoma",49
"03",1999,"oregon",35.4
"03",1999,"pennsylvania",33
"03",1999,"rhode island",36.1
"03",1999,"south carolina",50.4
"03",1999,"south dakota",34.8
"03",1999,"tennessee",44.8
"03",1999,"texas",57.1
"03",1999,"utah",38
"03",1999,"vermont",25.6
"03",1999,"virginia",41.2
"03",1999,"washington",36.8
"03",1999,"west virginia",36.6
"03",1999,"wisconsin",29.2
"03",1999,"wyoming",31.2
"04",1999,"alabama",59.9
"04",1999,"arizona",53.1
"04",1999,"arkansas",56.2
"04",1999,"california",49.4
"04",1999,"colorado",39.7
"04",1999,"connecticut",42.6
"04",1999,"delaware",47.8
"04",1999,"florida",67.7
"04",1999,"georgia",60.2
"04",1999,"idaho",36.2
"04",1999,"illinois",46.3
"04",1999,"indiana",45.2
"04",1999,"iowa",43.2
"04",1999,"kansas",48.2
"04",1999,"kentucky",50
"04",1999,"louisiana",64.5
"04",1999,"maine",35.7
"04",1999,"maryland",47.2
"04",1999,"massachusetts",41.5
"04",1999,"michigan",38.1
"04",1999,"minnesota",37.6
"04",1999,"mississippi",60.8
"04",1999,"missouri",49.6
"04",1999,"montana",37.6
"04",1999,"nebraska",43.2
"04",1999,"nevada",41.8
"04",1999,"new hampshire",37
"04",1999,"new jersey",45.4
"04",1999,"new mexico",48.6
"04",1999,"new york",37
"04",1999,"north carolina",53.5
"04",1999,"north dakota",36.9
"04",1999,"ohio",44
"04",1999,"oklahoma",54.4
"04",1999,"oregon",39.7
"04",1999,"pennsylvania",41.4
"04",1999,"rhode island",43.6
"04",1999,"south carolina",58.3
"04",1999,"south dakota",40.8
"04",1999,"tennessee",53.1
"04",1999,"texas",62.2
"04",1999,"utah",41.8
"04",1999,"vermont",35.1
"04",1999,"virginia",49.2
"04",1999,"washington",41.2
"04",1999,"west virginia",45.6
"04",1999,"wisconsin",39.2
"04",1999,"wyoming",35.4
"05",1999,"alabama",68.3
"05",1999,"arizona",59.2
"05",1999,"arkansas",65.8
"05",1999,"california",55.8
"05",1999,"colorado",45.2
"05",1999,"connecticut",53.2
"05",1999,"delaware",58.2
"05",1999,"florida",73.7
"05",1999,"georgia",68.3
"05",1999,"idaho",42.6
"05",1999,"illinois",59.2
"05",1999,"indiana",58.6
"05",1999,"iowa",55.2
"05",1999,"kansas",58.3
"05",1999,"kentucky",61.6
"05",1999,"louisiana",72.1
"05",1999,"maine",47.9
"05",1999,"maryland",58.4
"05",1999,"massachusetts",52
"05",1999,"michigan",51.8
"05",1999,"minnesota",50.8
"05",1999,"mississippi",69.6
"05",1999,"missouri",60.4
"05",1999,"montana",44.4
"05",1999,"nebraska",52.6
"05",1999,"nevada",48.2
"05",1999,"new hampshire",48.9
"05",1999,"new jersey",55.6
"05",1999,"new mexico",55
"05",1999,"new york",50.7
"05",1999,"north carolina",62.8
"05",1999,"north dakota",48.4
"05",1999,"ohio",57.4
"05",1999,"oklahoma",63.6
"05",1999,"oregon",45
"05",1999,"pennsylvania",53.9
"05",1999,"rhode island",53.4
"05",1999,"south carolina",66.9
"05",1999,"south dakota",50.3
"05",1999,"tennessee",63.6
"05",1999,"texas",69.9
"05",1999,"utah",47.2
"05",1999,"vermont",48.4
"05",1999,"virginia",59.5
"05",1999,"washington",46.1
"05",1999,"west virginia",57.6
"05",1999,"wisconsin",52.3
"05",1999,"wyoming",41.6
"06",1999,"alabama",73.1
"06",1999,"arizona",69.9
"06",1999,"arkansas",72.4
"06",1999,"california",64.1
"06",1999,"colorado",55.4
"06",1999,"connecticut",63.6
"06",1999,"delaware",67.2
"06",1999,"florida",76.9
"06",1999,"georgia",72.9
"06",1999,"idaho",51.1
"06",1999,"illinois",68.1
"06",1999,"indiana",67.8
"06",1999,"iowa",64.7
"06",1999,"kansas",67
"06",1999,"kentucky",69.2
"06",1999,"louisiana",76.7
"06",1999,"maine",60.1
"06",1999,"maryland",67.2
"06",1999,"massachusetts",62.8
"06",1999,"michigan",62
"06",1999,"minnesota",60.6
"06",1999,"mississippi",74.8
"06",1999,"missouri",68.2
"06",1999,"montana",52.8
"06",1999,"nebraska",62.6
"06",1999,"nevada",59
"06",1999,"new hampshire",60.7
"06",1999,"new jersey",65.6
"06",1999,"new mexico",64
"06",1999,"new york",62
"06",1999,"north carolina",68.8
"06",1999,"north dakota",58.4
"06",1999,"ohio",66.6
"06",1999,"oklahoma",71.1
"06",1999,"oregon",52.2
"06",1999,"pennsylvania",63.3
"06",1999,"rhode island",63.5
"06",1999,"south carolina",71.9
"06",1999,"south dakota",60.5
"06",1999,"tennessee",70.1
"06",1999,"texas",76
"06",1999,"utah",58.4
"06",1999,"vermont",60.4
"06",1999,"virginia",66.8
"06",1999,"washington",52.2
"06",1999,"west virginia",65
"06",1999,"wisconsin",61.7
"06",1999,"wyoming",51.7
"07",1999,"alabama",78.6
"07",1999,"arizona",76.4
"07",1999,"arkansas",79
"07",1999,"california",70.6
"07",1999,"colorado",64.4
"07",1999,"connecticut",71.8
"07",1999,"delaware",75.2
"07",1999,"florida",80.8
"07",1999,"georgia",78.4
"07",1999,"idaho",59.6
"07",1999,"illinois",75.4
"07",1999,"indiana",74.9
"07",1999,"iowa",72.9
"07",1999,"kansas",75.7
"07",1999,"kentucky",76.5
"07",1999,"louisiana",80.9
"07",1999,"maine",66.3
"07",1999,"maryland",75.1
"07",1999,"massachusetts",70.6
"07",1999,"michigan",69.1
"07",1999,"minnesota",67.9
"07",1999,"mississippi",80
"07",1999,"missouri",76.3
"07",1999,"montana",60.5
"07",1999,"nebraska",71.5
"07",1999,"nevada",67.8
"07",1999,"new hampshire",67.6
"07",1999,"new jersey",74.5
"07",1999,"new mexico",70.4
"07",1999,"new york",69
"07",1999,"north carolina",75.5
"07",1999,"north dakota",65.9
"07",1999,"ohio",73.9
"07",1999,"oklahoma",78.6
"07",1999,"oregon",59.9
"07",1999,"pennsylvania",70.6
"07",1999,"rhode island",71.5
"07",1999,"south carolina",78.2
"07",1999,"south dakota",69.2
"07",1999,"tennessee",76.9
"07",1999,"texas",80.5
"07",1999,"utah",67.8
"07",1999,"vermont",66.9
"07",1999,"virginia",74.1
"07",1999,"washington",59
"07",1999,"west virginia",72.3
"07",1999,"wisconsin",68.9
"07",1999,"wyoming",61.4
"08",1999,"alabama",81.2
"08",1999,"arizona",78
"08",1999,"arkansas",81.4
"08",1999,"california",72.9
"08",1999,"colorado",66.9
"08",1999,"connecticut",72.3
"08",1999,"delaware",77.7
"08",1999,"florida",82.6
"08",1999,"georgia",81.3
"08",1999,"idaho",64.6
"08",1999,"illinois",75.1
"08",1999,"indiana",74.6
"08",1999,"iowa",73.4
"08",1999,"kansas",78.9
"08",1999,"kentucky",77.4
"08",1999,"louisiana",83.4
"08",1999,"maine",65.9
"08",1999,"maryland",76.9
"08",1999,"massachusetts",70.8
"08",1999,"michigan",68.6
"08",1999,"minnesota",68.8
"08",1999,"mississippi",82
"08",1999,"missouri",77.8
"08",1999,"montana",65.2
"08",1999,"nebraska",73.9
"08",1999,"nevada",70.4
"08",1999,"new hampshire",66.8
"08",1999,"new jersey",76.1
"08",1999,"new mexico",71.8
"08",1999,"new york",68.6
"08",1999,"north carolina",78.2
"08",1999,"north dakota",68.2
"08",1999,"ohio",73.4
"08",1999,"oklahoma",82.7
"08",1999,"oregon",64.2
"08",1999,"pennsylvania",71.2
"08",1999,"rhode island",72.4
"08",1999,"south carolina",81.6
"08",1999,"south dakota",72.2
"08",1999,"tennessee",78.2
"08",1999,"texas",83
"08",1999,"utah",70.4
"08",1999,"vermont",66
"08",1999,"virginia",76.2
"08",1999,"washington",63.8
"08",1999,"west virginia",72.9
"08",1999,"wisconsin",69.2
"08",1999,"wyoming",65.4
"09",1999,"alabama",77.6
"09",1999,"arizona",75.2
"09",1999,"arkansas",76.6
"09",1999,"california",71.6
"09",1999,"colorado",60.4
"09",1999,"connecticut",67.2
"09",1999,"delaware",72.4
"09",1999,"florida",81
"09",1999,"georgia",77.8
"09",1999,"idaho",59.8
"09",1999,"illinois",68.4
"09",1999,"indiana",68.4
"09",1999,"iowa",65.6
"09",1999,"kansas",71.4
"09",1999,"kentucky",71.7
"09",1999,"louisiana",80.3
"09",1999,"maine",62.8
"09",1999,"maryland",71.2
"09",1999,"massachusetts",66.4
"09",1999,"michigan",62.5
"09",1999,"minnesota",61.4
"09",1999,"mississippi",78.1
"09",1999,"missouri",71
"09",1999,"montana",59
"09",1999,"nebraska",66
"09",1999,"nevada",66.1
"09",1999,"new hampshire",62.9
"09",1999,"new jersey",70.5
"09",1999,"new mexico",67.8
"09",1999,"new york",64
"09",1999,"north carolina",73.2
"09",1999,"north dakota",60.4
"09",1999,"ohio",67.4
"09",1999,"oklahoma",76.8
"09",1999,"oregon",61.8
"09",1999,"pennsylvania",65.6
"09",1999,"rhode island",67.9
"09",1999,"south carolina",77.1
"09",1999,"south dakota",64
"09",1999,"tennessee",73.2
"09",1999,"texas",80
"09",1999,"utah",64.4
"09",1999,"vermont",62.1
"09",1999,"virginia",70.4
"09",1999,"washington",61.4
"09",1999,"west virginia",66.8
"09",1999,"wisconsin",61.8
"09",1999,"wyoming",58
"10",1999,"alabama",68.4
"10",1999,"arizona",68.4
"10",1999,"arkansas",66.9
"10",1999,"california",67.2
"10",1999,"colorado",51.7
"10",1999,"connecticut",57.4
"10",1999,"delaware",62.2
"10",1999,"florida",76
"10",1999,"georgia",68.9
"10",1999,"idaho",50.2
"10",1999,"illinois",59.8
"10",1999,"indiana",59.6
"10",1999,"iowa",56.1
"10",1999,"kansas",61
"10",1999,"kentucky",62.4
"10",1999,"louisiana",71.2
"10",1999,"maine",52
"10",1999,"maryland",61.1
"10",1999,"massachusetts",56.6
"10",1999,"michigan",53
"10",1999,"minnesota",50.3
"10",1999,"mississippi",68.8
"10",1999,"missouri",61.7
"10",1999,"montana",48.2
"10",1999,"nebraska",55.8
"10",1999,"nevada",58.4
"10",1999,"new hampshire",52.6
"10",1999,"new jersey",60.1
"10",1999,"new mexico",59.7
"10",1999,"new york",54.4
"10",1999,"north carolina",63.6
"10",1999,"north dakota",48.4
"10",1999,"ohio",58.6
"10",1999,"oklahoma",65.9
"10",1999,"oregon",54.4
"10",1999,"pennsylvania",56
"10",1999,"rhode island",58.4
"10",1999,"south carolina",67.3
"10",1999,"south dakota",52.4
"10",1999,"tennessee",63.8
"10",1999,"texas",70.8
"10",1999,"utah",55.8
"10",1999,"vermont",51.9
"10",1999,"virginia",60.4
"10",1999,"washington",51.9
"10",1999,"west virginia",57.8
"10",1999,"wisconsin",51.8
"10",1999,"wyoming",48
"11",1999,"alabama",59.9
"11",1999,"arizona",59.6
"11",1999,"arkansas",58.9
"11",1999,"california",58.4
"11",1999,"colorado",44.6
"11",1999,"connecticut",47.8
"11",1999,"delaware",53.6
"11",1999,"florida",69.4
"11",1999,"georgia",61
"11",1999,"idaho",42.5
"11",1999,"illinois",51.4
"11",1999,"indiana",50.8
"11",1999,"iowa",47.6
"11",1999,"kansas",53.4
"11",1999,"kentucky",54
"11",1999,"louisiana",63.1
"11",1999,"maine",39.8
"11",1999,"maryland",52.8
"11",1999,"massachusetts",46.8
"11",1999,"michigan",43.7
"11",1999,"minnesota",40.9
"11",1999,"mississippi",60.3
"11",1999,"missouri",54.4
"11",1999,"montana",41.8
"11",1999,"nebraska",48.1
"11",1999,"nevada",49.4
"11",1999,"new hampshire",42.1
"11",1999,"new jersey",50.8
"11",1999,"new mexico",51.4
"11",1999,"new york",44.4
"11",1999,"north carolina",56.6
"11",1999,"north dakota",40.3
"11",1999,"ohio",49.4
"11",1999,"oklahoma",58.8
"11",1999,"oregon",46.7
"11",1999,"pennsylvania",47
"11",1999,"rhode island",49
"11",1999,"south carolina",59.9
"11",1999,"south dakota",45.1
"11",1999,"tennessee",55.6
"11",1999,"texas",62.7
"11",1999,"utah",47.1
"11",1999,"vermont",41.3
"11",1999,"virginia",53
"11",1999,"washington",43.9
"11",1999,"west virginia",50
"11",1999,"wisconsin",42.6
"11",1999,"wyoming",41.9
"12",1999,"alabama",51.6
"12",1999,"arizona",48.6
"12",1999,"arkansas",49.9
"12",1999,"california",49.2
"12",1999,"colorado",34.6
"12",1999,"connecticut",39.6
"12",1999,"delaware",46
"12",1999,"florida",62.4
"12",1999,"georgia",52.8
"12",1999,"idaho",32.4
"12",1999,"illinois",40.5
"12",1999,"indiana",40.4
"12",1999,"iowa",35.6
"12",1999,"kansas",43.6
"12",1999,"kentucky",45
"12",1999,"louisiana",55.2
"12",1999,"maine",31.2
"12",1999,"maryland",44.9
"12",1999,"massachusetts",38.8
"12",1999,"michigan",34
"12",1999,"minnesota",29.5
"12",1999,"mississippi",52.2
"12",1999,"missouri",44.4
"12",1999,"montana",34.2
"12",1999,"nebraska",38.8
"12",1999,"nevada",38.6
"12",1999,"new hampshire",33.6
"12",1999,"new jersey",43.1
"12",1999,"new mexico",41
"12",1999,"new york",35.4
"12",1999,"north carolina",49
"12",1999,"north dakota",30.8
"12",1999,"ohio",39.6
"12",1999,"oklahoma",49.4
"12",1999,"oregon",38.7
"12",1999,"pennsylvania",38.6
"12",1999,"rhode island",41.1
"12",1999,"south carolina",52
"12",1999,"south dakota",35.8
"12",1999,"tennessee",47.2
"12",1999,"texas",54.1
"12",1999,"utah",35.6
"12",1999,"vermont",32.5
"12",1999,"virginia",45.6
"12",1999,"washington",37.9
"12",1999,"west virginia",41.5
"12",1999,"wisconsin",31.2
"12",1999,"wyoming",32
"01",2000,"alabama",46.8
"01",2000,"arizona",43.9
"01",2000,"arkansas",42.9
"01",2000,"california",45.6
"01",2000,"colorado",28.5
"01",2000,"connecticut",29.2
"01",2000,"delaware",36.9
"01",2000,"florida",58.7
"01",2000,"georgia",47
"01",2000,"idaho",25.8
"01",2000,"illinois",30
"01",2000,"indiana",29.8
"01",2000,"iowa",24.3
"01",2000,"kansas",35
"01",2000,"kentucky",36.2
"01",2000,"louisiana",51.8
"01",2000,"maine",19.6
"01",2000,"maryland",35.8
"01",2000,"massachusetts",28.2
"01",2000,"michigan",23.1
"01",2000,"minnesota",15.8
"01",2000,"mississippi",47.4
"01",2000,"missouri",34.9
"01",2000,"montana",25.8
"01",2000,"nebraska",30.6
"01",2000,"nevada",33.8
"01",2000,"new hampshire",22
"01",2000,"new jersey",33.8
"01",2000,"new mexico",36.6
"01",2000,"new york",23.9
"01",2000,"north carolina",41.1
"01",2000,"north dakota",18.4
"01",2000,"ohio",29.6
"01",2000,"oklahoma",41.5
"01",2000,"oregon",33.4
"01",2000,"pennsylvania",29
"01",2000,"rhode island",31.2
"01",2000,"south carolina",45.1
"01",2000,"south dakota",25.1
"01",2000,"tennessee",39.6
"01",2000,"texas",49.6
"01",2000,"utah",30.4
"01",2000,"vermont",20.4
"01",2000,"virginia",36.8
"01",2000,"washington",32.6
"01",2000,"west virginia",32.4
"01",2000,"wisconsin",18.9
"01",2000,"wyoming",24.6
"02",2000,"alabama",49.4
"02",2000,"arizona",47.1
"02",2000,"arkansas",45.4
"02",2000,"california",46.5
"02",2000,"colorado",31.7
"02",2000,"connecticut",28
"02",2000,"delaware",36.2
"02",2000,"florida",59.4
"02",2000,"georgia",48.9
"02",2000,"idaho",28.8
"02",2000,"illinois",32.4
"02",2000,"indiana",31.6
"02",2000,"iowa",27
"02",2000,"kansas",37.2
"02",2000,"kentucky",38.4
"02",2000,"louisiana",55.2
"02",2000,"maine",16.2
"02",2000,"maryland",35.6
"02",2000,"massachusetts",26.8
"02",2000,"michigan",22.9
"02",2000,"minnesota",16.6
"02",2000,"mississippi",50.2
"02",2000,"missouri",37.6
"02",2000,"montana",24.5
"02",2000,"nebraska",31.8
"02",2000,"nevada",36.6
"02",2000,"new hampshire",19.8
"02",2000,"new jersey",32.6
"02",2000,"new mexico",41.3
"02",2000,"new york",22.6
"02",2000,"north carolina",42.2
"02",2000,"north dakota",17.2
"02",2000,"ohio",30.9
"02",2000,"oklahoma",44.2
"02",2000,"oregon",34.8
"02",2000,"pennsylvania",28.6
"02",2000,"rhode island",29.9
"02",2000,"south carolina",46.6
"02",2000,"south dakota",25.6
"02",2000,"tennessee",41.6
"02",2000,"texas",53.8
"02",2000,"utah",34
"02",2000,"vermont",17.9
"02",2000,"virginia",37.8
"02",2000,"washington",32.8
"02",2000,"west virginia",34.2
"02",2000,"wisconsin",20.2
"02",2000,"wyoming",26.7
"03",2000,"alabama",55.6
"03",2000,"arizona",49.4
"03",2000,"arkansas",51.9
"03",2000,"california",48.7
"03",2000,"colorado",35.4
"03",2000,"connecticut",36.6
"03",2000,"delaware",44
"03",2000,"florida",64
"03",2000,"georgia",55.4
"03",2000,"idaho",33.2
"03",2000,"illinois",41.8
"03",2000,"indiana",41
"03",2000,"iowa",37.8
"03",2000,"kansas",43.6
"03",2000,"kentucky",46.6
"03",2000,"louisiana",60.6
"03",2000,"maine",25.4
"03",2000,"maryland",43.6
"03",2000,"massachusetts",35.4
"03",2000,"michigan",32.6
"03",2000,"minnesota",29.6
"03",2000,"mississippi",56.5
"03",2000,"missouri",45.2
"03",2000,"montana",31.2
"03",2000,"nebraska",38.4
"03",2000,"nevada",39.6
"03",2000,"new hampshire",29.2
"03",2000,"new jersey",40.4
"03",2000,"new mexico",44.7
"03",2000,"new york",31.9
"03",2000,"north carolina",49.5
"03",2000,"north dakota",28.6
"03",2000,"ohio",40.2
"03",2000,"oklahoma",50.4
"03",2000,"oregon",38
"03",2000,"pennsylvania",37.1
"03",2000,"rhode island",37.6
"03",2000,"south carolina",53.7
"03",2000,"south dakota",34.7
"03",2000,"tennessee",49
"03",2000,"texas",59.2
"03",2000,"utah",37.4
"03",2000,"vermont",27.4
"03",2000,"virginia",45.6
"03",2000,"washington",37.2
"03",2000,"west virginia",42.6
"03",2000,"wisconsin",31.8
"03",2000,"wyoming",31.4
"04",2000,"alabama",59.5
"04",2000,"arizona",56.2
"04",2000,"arkansas",57
"04",2000,"california",54
"04",2000,"colorado",41.5
"04",2000,"connecticut",44
"04",2000,"delaware",50.6
"04",2000,"florida",67.8
"04",2000,"georgia",59.8
"04",2000,"idaho",39.9
"04",2000,"illinois",48.8
"04",2000,"indiana",47.9
"04",2000,"iowa",46.2
